candidate,yaw_deg,icp_fitness,icp_rmse,eval_fitness,eval_rmse,correspondences,candidate_dir
candidate_00_yaw_0,0.0,0.5883222468588323,0.04642474692391823,0.5883222468588323,0.046424746923918334,796,cad_registration/pallet_rack_cluster021_yaw_search/candidate_00_yaw_0
candidate_01_yaw_45,45.0,0.5838876570583887,0.04594719355331475,0.5838876570583887,0.04594719355331477,790,cad_registration/pallet_rack_cluster021_yaw_search/candidate_01_yaw_45
candidate_02_yaw_90,90.0,0.8906134515890614,0.04652514286221493,0.8906134515890614,0.046525142862215235,1205,cad_registration/pallet_rack_cluster021_yaw_search/candidate_02_yaw_90
candidate_03_yaw_135,135.0,0.6489283074648928,0.05092961943051044,0.6489283074648928,0.050929619430509616,878,cad_registration/pallet_rack_cluster021_yaw_search/candidate_03_yaw_135
candidate_04_yaw_180,180.0,0.6082779009608278,0.04832647473161952,0.6082779009608278,0.048326474731619544,823,cad_registration/pallet_rack_cluster021_yaw_search/candidate_04_yaw_180
candidate_05_yaw_225,225.0,0.8765705838876571,0.04750585041231952,0.8765705838876571,0.047505850412319583,1186,cad_registration/pallet_rack_cluster021_yaw_search/candidate_05_yaw_225
candidate_06_yaw_270,270.0,0.8765705838876571,0.04750389417533309,0.8765705838876571,0.04750389417533311,1186,cad_registration/pallet_rack_cluster021_yaw_search/candidate_06_yaw_270
candidate_07_yaw_315,315.0,0.8713968957871396,0.047155402003848435,0.8713968957871396,0.04715540200384826,1179,cad_registration/pallet_rack_cluster021_yaw_search/candidate_07_yaw_315
